LOCATION,TIME,Value_MLN_USD,Value_USD_CAP,
irl,1979,19976.696,5931.322941,
irl,1980,22451.92,6601.56436,
irl,1981,25393.57,7375.419778,
irl,1982,27578.133,7924.750739,
irl,1983,28588.297,8156.432684,
irl,1984,30909.429,8758.693316,
irl,1985,32870.831,9282.923245,
irl,1986,33389.186,9426.647653,
irl,1987,35810.305,10107.339955,
irl,1988,39007.764,11047.228474,
irl,1989,42893.792,12220.453689,
irl,1990,48267.006,13766.972623,
irl,1991,50862.158,14424.888716,
irl,1992,53760.474,15122.496297,
irl,1993,56516.651,15813.276773,
irl,1994,61045.988,17023.421025,
irl,1995,68330.817,18973.930929,
irl,1996,74479.708,20539.893617,
irl,1997,83169.499,22697.240643,
irl,1998,93160.909,25082.584763,
irl,1999,101534.479,27041.622656,
irl,2000,114937.732,30212.996586,
irl,2001,125913.057,32587.805757,
irl,2002,138490.842,35222.881959,
irl,2003,145005.765,36278.795505,
irl,2004,157655.24,38761.397418,
irl,2005,168336.081,40465.540236,
irl,2006,189031.104,44271.383467,
irl,2007,205753.769,46760.275374,
irl,2008,198299.13,44105.305617,
irl,2009,188086.888,41436.633588,
irl,2010,197013.028,43206.800069,
irl,2011,206471.066,45095.364619,
irl,2012,213240.963,46382.554033,
irl,2013,221159.998,47869.694226,
irl,2014,238002.345,51156.23672,
irl,2015,324570.163,69119.645051,
irl,2016,339999.931,71594.095685,
irl,2017,373770.633,77831.992783,
irl,2018,411558.745,84671.527633,
irl,2019,431161.036,87506.778434,
irl,2020,465413.328,93450.374199,
irl,2021,535284.172,106659.463928,
isl,1970,786.776,3854.759857,
isl,1971,934.629,4535.010746,
isl,1972,1035.258,4946.879576,
isl,1973,1166.312,5492.040523,
isl,1974,1343.807,6240.85871,
isl,1975,1477.767,6777.783934,
isl,1976,1652.008,7504.588656,
isl,1977,1909.451,8607.995528,
isl,1978,2166.727,9690.757513,
isl,1979,2460.543,10899.462258,
isl,1980,2837.01,12434.247833,
isl,1981,3237.901,14028.853073,
isl,1982,3512.02,15008.826528,
isl,1983,3571.07,15065.199655,
isl,1984,3852.677,16086.46904,
isl,1985,4105.39,17006.37697,
isl,1986,4450.684,18299.830943,
isl,1987,4950.499,20127.088037,
isl,1988,5120.525,20491.52639,
isl,1989,5335.02,21108.226615,
isl,1990,5599.449,21976.893267,
isl,1991,5775.869,22390.127412,
isl,1992,5708.183,21861.807246,
isl,1993,5920.238,22443.591858,
isl,1994,6264.876,23551.632574,
isl,1995,6403.701,23948.020653,
isl,1996,6660.757,24770.386257,
isl,1997,7286.043,26895.693448,
isl,1998,7870.935,28747.024152,
isl,1999,8198.7,29576.841574,
isl,2000,8374.03,29779.622737,
isl,2001,9083.648,31861.268682,
isl,2002,9375.293,32598.376021,
isl,2003,9467.117,32724.220972,
isl,2004,10402.566,35552.174225,
isl,2005,11074.926,37427.934965,
isl,2006,12060.245,39632.74879,
isl,2007,12918.594,41485.528568,
isl,2008,13879.916,43456.216759,
isl,2009,13333.702,41772.249616,
isl,2010,12650.175,39780.425359,
isl,2011,13059.434,40938.664549,
isl,2012,13471.498,42006.543346,
isl,2013,14378.252,44404.731588,
isl,2014,15058.764,45995.001692,
isl,2015,16276.45,49203.294991,
isl,2016,17939.411,53486.615773,
isl,2017,19106.258,55638.491978,
isl,2018,20177.371,57208.31151,
isl,2019,20985.056,58194.829569,
isl,2020,19564.131,53380.98629,
isl,2021,21461.473,57614.693442,
isr,1977,22336.052,null,
isr,1978,25232.882,null,
isr,1979,29023.635,null,
isr,1980,32174.013,null,
isr,1981,37098.864,null,
isr,1982,40211.177,null,
isr,1983,43189.784,null,
isr,1984,45165.522,null,
isr,1985,48474.823,null,
isr,1986,51523.129,null,
isr,1987,56566.765,null,
isr,1988,60266.279,null,
isr,1989,62988.885,null,
isr,1990,70127.013,null,
isr,1991,78099.862,null,
isr,1992,86077.767,null,
isr,1993,91745.709,null,
isr,1994,100665.122,null,
isr,1995,109562.188,19755.974207,
isr,1996,118291.362,20794.916356,
isr,1997,125053.685,21432.110328,
isr,1998,131769.828,22037.391453,
isr,1999,138397.269,22551.749787,
isr,2000,156918.15,24892.628215,
isr,2001,160618.29,24876.123711,
isr,2002,165760.975,25150.071068,
isr,2003,159517.821,23759.338271,
isr,2004,171851.347,25137.052883,
isr,2005,172238.932,24742.795915,
isr,2006,181286.695,25575.21224,
isr,2007,197547.197,27366.698491,
isr,2008,201065.271,27351.81872,
isr,2009,205568.428,27474.880236,
isr,2010,219865.033,28850.555305,
isr,2011,237915.695,30647.094772,
isr,2012,251920.659,31859.55362,
isr,2013,276637.287,34339.179297,
isr,2014,282342.337,34381.468362,
isr,2015,297241.715,35482.650947,
isr,2016,323408.139,37854.845318,
isr,2017,340875.782,39137.375997,
isr,2018,354478.165,39914.217473,
isr,2019,362196.511,40020.387326,
isr,2020,363897.821,39492.618348,
isr,2021,409409.304,43712.289525,
ita,1970,195385.195,3630.217344,
ita,1971,209021.977,3865.51596,
ita,1972,226104.842,4157.768249,
ita,1973,255489.964,4666.364033,
ita,1974,293797.566,5331.024643,
ita,1975,314301.248,5669.112173,
ita,1976,355226.123,6375.394134,
ita,1977,386958.342,6915.478076,
ita,1978,427596.217,7614.557123,
ita,1979,490667.17,8712.485947,
ita,1980,553339.744,9805.09488,
ita,1981,610811.018,10808.844019,
ita,1982,651230.852,11517.342442,
ita,1983,684650.631,12103.978158,
ita,1984,732233.416,12942.313994,
ita,1985,776526.348,13721.219516,
ita,1986,814820.514,14397.088737,
ita,1987,861621.379,15222.481567,
ita,1988,929428.837,16412.507958,
ita,1989,998592.913,17620.631646,
ita,1990,1056545.654,18627.654372,
ita,1991,1109079.592,19534.475117,
ita,1992,1143818.172,20138.67208,
ita,1993,1160944.771,20427.731852,
ita,1994,1211241.323,21308.38976,
ita,1995,1272339.624,22382.888423,
ita,1996,1310778.513,23052.613386,
ita,1997,1358305.262,23875.825483,
ita,1998,1423868.237,25021.100094,
ita,1999,1457193.11,25602.386484,
ita,2000,1541560.802,27072.426242,
ita,2001,1597196.303,28030.921543,
ita,2002,1639680.501,28721.076279,
ita,2003,1673369.915,29153.1923,
ita,2004,1704872.813,29481.685632,
ita,2005,1746658.11,30028.488979,
ita,2006,1886981.526,32311.38283,
ita,2007,1995154.341,33956.490392,
ita,2008,2089717.307,35292.601856,
ita,2009,2044872.135,34335.571618,
ita,2010,2084102.928,34839.916955,
ita,2011,2173169.961,36203.328522,
ita,2012,2172383.108,36091.373957,
ita,2013,2187376.607,36267.925352,
ita,2014,2200256.409,36475.976061,
ita,2015,2240922.483,37206.331822,
ita,2016,2420672.141,40267.222623,
ita,2017,2517184.468,41951.466331,
ita,2018,2600326.872,43427.663143,
ita,2019,2650548.961,44376.174443,
ita,2020,2496156.66,41995.337395,
ita,2021,2713266.982,45902.22894,
jpn,1970,355870.933,3423.4527,
jpn,1971,391480.67,3728.984807,
jpn,1972,442764.615,4160.681839,
jpn,1973,504542.058,4632.996761,
jpn,1974,543206.115,4920.112643,
jpn,1975,611870.338,5474.455907,
jpn,1976,671204.194,5938.754932,
jpn,1977,744207.685,6520.501737,
jpn,1978,838547.835,7280.589542,
jpn,1979,957920.051,8248.122461,
jpn,1980,1073878.026,9173.740186,
jpn,1981,1224749.496,10387.860226,
jpn,1982,1343260.276,11313.761505,
jpn,1983,1446188.928,12098.354701,
jpn,1984,1563779.253,12998.456029,
jpn,1985,1696480.554,14014.825018,
jpn,1986,1787651.217,14693.828843,
jpn,1987,1916903.769,15681.605455,
jpn,1988,2116396.473,17242.221462,
jpn,1989,2306802.033,18723.282601,
jpn,1990,2508003.933,20289.488255,
jpn,1991,2683565.892,21624.047285,
jpn,1992,2769730.141,22234.862694,
jpn,1993,2821239.988,22581.120139,
jpn,1994,2856992.794,22834.751706,
jpn,1995,2993644.743,23865.913636,
jpn,1996,3143992.145,25009.682085,
jpn,1997,3229588.927,25629.420659,
jpn,1998,3224451.313,25520.196541,
jpn,1999,3258971.755,25744.916581,
jpn,2000,3461199.211,27289.851934,
jpn,2001,3552841.441,27946.083138,
jpn,2002,3647933.242,28633.69892,
jpn,2003,3753919.246,29411.592882,
jpn,2004,3938955.766,30837.175423,
jpn,2005,4110440.486,32174.400107,
jpn,2006,4300322.188,33638.841255,
jpn,2007,4482081.29,35021.732224,
jpn,2008,4517267.524,35278.749846,
jpn,2009,4295628.986,33550.689549,
jpn,2010,4525401.306,35342.824721,
jpn,2011,4629400.467,36215.006272,
jpn,2012,4799612.88,37628.675989,
jpn,2013,5021591.104,39436.682585,
jpn,2014,5034454.619,39559.763471,
jpn,2015,5199915.223,40908.781547,
jpn,2016,5158900.414,40642.704531,
jpn,2017,5262254.967,41531.221619,
jpn,2018,5340832.208,42239.050068,
jpn,2019,5354366.278,42438.755946,
jpn,2020,5315620.636,42285.325693,
jpn,2021,5396818.542,43001.852891,
kor,1970,19360.946,600.506995,
kor,1971,22487.595,683.866885,
kor,1972,25152.141,750.698124,
kor,1973,30483.038,893.852097,
kor,1974,36386.53,1048.844987,
kor,1975,42873.785,1215.208903,
kor,1976,51213.792,1428.597512,
kor,1977,61106.159,1678.187382,
kor,1978,72567.984,1962.941483,
kor,1979,85403.228,2275.356423,
kor,1980,91585.339,2402.301405,
kor,1981,107515.66,2776.532293,
kor,1982,123676.871,3144.913567,
kor,1983,145712.222,3651.020351,
kor,1984,166898.807,4130.54515,
kor,1985,185673.604,4550.154481,
kor,1986,210868.183,5116.42119,
kor,1987,243576.231,5852.103004,
kor,1988,282397.397,6718.788433,
kor,1989,314225.056,7402.41363,
kor,1990,358187.125,8355.387935,
kor,1991,410211.322,9474.577826,
kor,1992,445566.679,10184.846816,
kor,1993,487498.211,11030.619105,
kor,1994,544057.83,12187.129391,
kor,1995,608871.842,13502.580041,
kor,1996,668944.044,14693.993279,
kor,1997,722468.659,15721.561966,
kor,1998,693124.625,14974.498788,
kor,1999,783492.526,16807.013023,
kor,2000,871475.638,18538.879306,
kor,2001,934349.292,19724.494236,
kor,2002,1019446.686,21396.719189,
kor,2003,1058222.737,22096.023078,
kor,2004,1143105.568,23773.590825,
kor,2005,1213618.157,25186.638103,
kor,2006,1302227.991,26884.429402,
kor,2007,1414985.951,29064.701966,
kor,2008,1468996.086,29945.899216,
kor,2009,1454994.406,29508.282758,
kor,2010,1572680.44,31736.700156,
kor,2011,1625275.456,32546.517725,
kor,2012,1684562.928,33557.030447,
kor,2013,1726902.753,34244.239492,
kor,2014,1792600.237,35324.260296,
kor,2015,1933588.947,37902.361018,
kor,2016,2026967.822,39575.302078,
kor,2017,2103651.26,40957.347064,
kor,2018,2220442.286,43025.990397,
kor,2019,2225803.915,43044.8068,
kor,2020,2344337.686,45274.090605,
kor,2021,2427790.544,46731.416375,
ltu,1995,21510.877,5927.331113,
ltu,1996,22991.978,6383.823368,
ltu,1997,25274.644,7069.434929,
ltu,1998,27551.815,7762.605202,
ltu,1999,27562.049,7820.79589,
ltu,2000,29556.723,8445.984466,
ltu,2001,32750.855,9436.062221,
ltu,2002,36085.819,10480.719387,
ltu,2003,41213.675,12067.673335,
ltu,2004,44004.554,13030.375067,
ltu,2005,48211.647,14510.653684,
ltu,2006,53900.646,16483.836839,
ltu,2007,61700.337,19094.621906,
ltu,2008,66270.653,20721.033864,
ltu,2009,57301.637,18116.711605,
ltu,2010,62245.322,20096.756354,
ltu,2011,69297.819,22884.804355,
ltu,2012,73809.042,24703.697943,
ltu,2013,79034.188,26721.601926,
ltu,2014,82647.295,28184.499091,
ltu,2015,83761.504,28834.457574,
ltu,2016,88700.479,30925.151813,
ltu,2017,95492.278,33761.906595,
ltu,2018,101909.482,36376.197676,
ltu,2019,107688.123,38540.745344,
ltu,2020,108666.647,38880.543234,
ltu,2021,119263.29,42550.554521,
lux,1970,1859.13,5480.764875,
lux,1971,2005.473,5856.935374,
lux,1972,2230.21,6434.347174,
lux,1973,2547.972,7269.322744,
lux,1974,2894.248,8150.275447,
lux,1975,2954.522,8229.625186,
lux,1976,3196.119,8858.163404,
lux,1977,3447.995,9537.742406,
lux,1978,3840.909,10607.003701,
lux,1979,4257.139,11727.312366,
lux,1980,4680.721,12844.631776,
lux,1981,5095.389,13944.27954,
lux,1982,5471.401,14965.100759,
lux,1983,5855.654,16011.711147,
lux,1984,6442.265,17601.301143,
lux,1985,6831.535,18634.300885,
lux,1986,7664.907,20810.97627,
lux,1987,8164.773,22024.639942,
lux,1988,9168.162,24519.639443,
lux,1989,10461.104,27703.383727,
lux,1990,11430.054,29928.565386,
lux,1991,12838.04,33163.688393,
lux,1992,13369.539,34070.201961,
lux,1993,14261.362,35831.516634,
lux,1994,15122.454,37449.258929,
lux,1995,15660.682,38242.303017,
lux,1996,16449.04,39687.691557,
lux,1997,17820.586,42445.125662,
lux,1998,18800.393,44215.931839,
lux,1999,21456.896,49744.96918,
lux,2000,24047.671,55032.143721,
lux,2001,24780.682,56082.401307,
lux,2002,26135.007,58513.393595,
lux,2003,27186.558,60112.409068,
lux,2004,29635.341,64633.730041,
lux,2005,31997.214,68707.781706,
lux,2006,37280.896,78830.462472,
lux,2007,40852.155,84984.721145,
lux,2008,44452.835,90863.784075,
lux,2009,43245.312,86799.979136,
lux,2010,45809.158,90257.591595,
lux,2011,48970.83,94278.922851,
lux,2012,51308.749,96535.745828,
lux,2013,54838.627,100561.366405,
lux,2014,58578.312,104917.945675,
lux,2015,61437.294,107898.304236,
lux,2016,65980.114,112955.470175,
lux,2017,68570.173,114862.528755,
lux,2018,71109.236,116801.142101,
lux,2019,72752.124,117058.928146,
lux,2020,74292.466,117721.247087,
lux,2021,86117.15,134340.373726,
lva,1994,14835.391,null,
lva,1995,13704.249,5514.66412,
lva,1996,14269.912,5807.335403,
lva,1997,15783.056,6487.473291,
lva,1998,17034.468,7068.188146,
lva,1999,17703.56,7405.798042,
lva,2000,19033.951,8039.300106,
lva,2001,21138.659,9042.502938,
lva,2002,23289.296,10080.309806,
lva,2003,25306.967,11060.312032,
lva,2004,27787.951,12279.253426,
lva,2005,31150.197,13914.102605,
lva,2006,35181.638,15857.134739,
lva,2007,40126.442,18230.797977,
lva,2008,42617.067,19569.535748,
lva,2009,36459.253,17021.221711,
lva,2010,37141.199,17709.155456,
lva,2011,39646.155,19256.68991,
lva,2012,43311.605,21297.472621,
lva,2013,45564.445,22637.197448,
lva,2014,47483.528,23810.218371,
lva,2015,49384.341,24975.479748,
lva,2016,52362.25,26724.459825,
lva,2017,55691.141,28689.57466,
lva,2018,59505.492,30891.884185,
lva,2019,61018.925,31893.84669,
lva,2020,59721.372,31418.030799,
lva,2021,64909.928,34471.31179,
mar,2007,174476.004,5657.274527,
mar,2008,188405.513,6042.899269,
mar,2009,197898.249,6279.693123,
mar,2010,207843.489,6525.49337,
mar,2011,223315.73,6938.287763,
mar,2012,226123.984,6936.956908,
mar,2013,236669.86,7182.696804,
mar,2014,229401.964,6792.66741,
mar,2015,247207.18,7244.378725,
mar,2016,253685.437,7355.972891,
mar,2017,264212.938,7581.215412,
mar,2018,279075.124,7923.993415,
mar,2019,291465.062,8190.211658,
mar,2020,276311.171,7685.557723,
mdg,2007,30541.742,1571.562293,
mdg,2008,33333.025,1666.984633,
mdg,2009,32227.722,1566.810322,
mdg,2010,32809.07,1551.109609,
mdg,2011,34048.44,1565.877486,
mdg,2012,34613.437,1548.90756,
mdg,2013,35664.458,1553.262396,
mdg,2014,37112.146,1573.215193,
mdg,2015,37860.94,1562.306683,
mdg,2016,40431.499,1624.146348,
mdg,2017,40952.508,1601.521574,
mdg,2018,43174.289,1643.983294,
mdg,2019,45922.492,1702.788076,
mdg,2020,43198.592,1560.022834,
mex,1970,94115.627,1821.231807,
mex,1971,103008.445,1927.274057,
mex,1972,116581.758,2110.463843,
mex,1973,133312.675,2335.347894,
mex,1974,154188.025,2616.012156,
mex,1975,177927.73,2926.660122,
mex,1976,195675.708,3123.797478,
mex,1977,214986.945,3333.352316,
mex,1978,249093.53,3754.173258,
mex,1979,294455.119,4315.112329,
mex,1980,347776.417,4940.061065,
mex,1981,414159.161,5747.034732,
mex,1982,436639.425,5921.25591,
mex,1983,434249.765,5757.16342,
mex,1984,466111.234,6045.235413,
mex,1985,494181.871,6273.769365,
mex,1986,485209.517,6033.887794,
mex,1987,506434.857,6171.62267,
mex,1988,530828.672,6340.201974,
mex,1989,574798.441,6731.458394,
mex,1990,626538.133,7196.211257,
mex,1991,675074.828,7616.689733,
mex,1992,715513.58,7938.419674,
mex,1993,758505.079,8280.532735,
mex,1994,812981.04,8736.564824,
mex,1995,777809.434,8231.658739,
mex,1996,845698.562,8820.661494,
mex,1997,919184.017,9456.139259,
mex,1998,977530.109,9925.675065,
mex,1999,1018601.794,10216.053137,
mex,2000,1096748.815,10870.092123,
mex,2001,1116922.396,10937.137897,
mex,2002,1137595.967,10999.980338,
mex,2003,1184225.321,11308.492366,
mex,2004,1263689.079,11926.995989,
mex,2005,1341775.456,12539.95753,
mex,2006,1485717.873,13725.383603,
mex,2007,1560834.849,14240.154451,
mex,2008,1653898.19,14885.902438,
mex,2009,1636084.571,14521.804398,
mex,2010,1740490.338,15252.073238,
mex,2011,1911319.096,16546.641414,
mex,2012,2012767.781,17220.06914,
mex,2013,2064490.947,17461.798268,
mex,2014,2173227.412,18178.397421,
mex,2015,2230188.94,18454.801482,
mex,2016,2383253.082,19516.145022,
mex,2017,2460766.096,19947.197691,
mex,2018,2535949.668,20354.829507,
mex,2019,2533977.005,20145.644354,
mex,2020,2407279.071,18962.568201,
mex,2021,2609993.103,20386.907843,
mkd,2000,12465.784,6151.841722,
mkd,2001,12310.895,6049.93068,
mkd,2002,12919.276,6395.184104,
mkd,2003,13367.456,6595.438155,
mkd,2004,14577.409,7172.001661,
mkd,2005,15987.118,7848.92282,
mkd,2006,17729.987,8690.199023,
mkd,2007,19109.15,9350.916817,
mkd,2008,21537.348,10521.944991,
mkd,2009,22577.909,11010.010291,
mkd,2010,23346.943,11361.020603,
mkd,2011,24064.207,11689.944473,
mkd,2012,24558.762,11915.69013,
mkd,2013,26269.759,12727.399248,
mkd,2014,27776.139,13434.838721,
mkd,2015,28751.746,13888.215929,
mkd,2016,31373.383,15138.013996,
mkd,2017,32583.116,15706.475893,
mkd,2018,34872.942,16796.386112,
mkd,2019,36438.458,null,
mkd,2020,34651.844,null,
mkd,2021,37002.414,null,
mlt,1995,5277.68,13970.098986,
mlt,1996,5568.373,14653.690948,
mlt,1997,5929.96,15491.500324,
mlt,1998,6249.554,16221.274587,
mlt,1999,6564.696,16941.851486,
mlt,2000,7160.283,18361.488484,
mlt,2001,7275.188,18507.455241,
mlt,2002,7760.932,19601.629781,
mlt,2003,8342.077,20930.226955,
mlt,2004,8645.484,21551.212344,
mlt,2005,9008.207,22308.751034,
mlt,2006,9452.135,23324.148991,
mlt,2007,10192.156,25058.283449,
mlt,2008,10858.224,26523.906245,
mlt,2009,10992.37,26651.270958,
mlt,2010,11905.815,28725.396571,
mlt,2011,12060.677,28973.06767,
mlt,2012,12703.251,30241.371933,
mlt,2013,13757.033,32287.972195,
mlt,2014,14924.476,34318.528109,
mlt,2015,16669.467,37430.54205,
mlt,2016,18080.367,39678.55457,
mlt,2017,20385.768,43513.309758,
mlt,2018,22084.091,45512.717826,
mlt,2019,23896.46,47344.473487,
mlt,2020,22284.479,43197.271028,
mlt,2021,24662.096,47386.374313,
nld,1969,52607.563,4086.836185,
nld,1970,57559.914,4417.004965,
nld,1971,63096.88,4782.447669,
nld,1972,67474.309,5062.057973,
nld,1973,75288.592,5602.906249,
nld,1974,85556.145,6317.644002,
nld,1975,93595.877,6852.118038,
nld,1976,103474.475,7513.174939,
nld,1977,112015.281,8084.594023,
nld,1978,122688.676,8802.209108,
nld,1979,135554.091,9659.396119,
nld,1980,152603.74,10786.708549,
nld,1981,165734.354,11633.434127,
nld,1982,173790.46,12143.515296,
nld,1983,184335.751,12830.159983,
nld,1984,196833.421,13647.781343,
nld,1985,208297.441,14377.862177,
nld,1986,218414.457,14994.434065,
nld,1987,228137.864,15558.357199,
nld,1988,244312.897,16553.081539,
nld,1989,265113.428,17858.340003,
nld,1990,286542.665,19171.411116,
nld,1991,303458.086,20140.113873,
nld,1992,315668.841,20793.210344,
nld,1993,327215.265,21401.533293,
nld,1994,344098.724,22372.643797,
nld,1995,362261.004,23433.663488,
nld,1996,380633.555,24509.565661,
nld,1997,406142.982,26016.461583,
nld,1998,435230.455,27709.330528,
nld,1999,462796.455,29268.685491,
nld,2000,507559.11,31869.842367,
nld,2001,532415.015,33180.544383,
nld,2002,556285.465,34447.053372,
nld,2003,554087.973,34150.260289,
nld,2004,583046.953,35809.295703,
nld,2005,614044.12,37625.252435,
nld,2006,670415.576,41014.044759,
nld,2007,719798.015,43938.347892,
nld,2008,763407.575,46419.042594,
nld,2009,736543.428,44557.981143,
nld,2010,748422.162,45044.969112,
nld,2011,777880.907,46599.227659,
nld,2012,792041.828,47271.968226,
nld,2013,827475.788,49242.786711,
nld,2014,830318.43,49233.230349,
nld,2015,851884.697,50288.352815,
nld,2016,890488.555,52289.404292,
nld,2017,943739.619,55089.58143,
nld,2018,996447.288,57825.399708,
nld,2019,1023422.035,59003.864774,
nld,2020,1033704.443,59265.247282,
nld,2021,1118050.062,63768.326122,
nor,1970,13034.956,3362.991808,
nor,1971,14472.597,3708.069915,
nor,1972,15903.04,4043.488558,
nor,1973,17534.883,4426.882946,
nor,1974,19862.592,4984.339185,
nor,1975,22777.12,5684.332298,
nor,1976,25430.511,6316.570078,
nor,1977,28134.446,6958.804292,
nor,1978,31278.558,7705.976267,
nor,1979,35354.741,8680.270217,
nor,1980,40307.958,9864.894269,
nor,1981,44827.146,10933.450211,
nor,1982,47708.707,11593.853401,
nor,1983,51546.969,12487.153245,
nor,1984,56639.016,13680.92182,
nor,1985,61675.033,14850.71832,
nor,1986,65460.375,15709.233378,
nor,1987,68255.253,16301.708295,
nor,1988,70482.467,16745.656183,
nor,1989,74006.126,17507.954935,
nor,1990,78260.062,18453.209654,
nor,1991,83402.375,19568.834956,
nor,1992,88352.11,20614.117946,
nor,1993,93019.846,21572.320418,
nor,1994,99809.184,23013.415645,
nor,1995,106136.615,24348.844805,
nor,1996,117500.005,26820.361703,
nor,1997,126025.608,28609.672746,
nor,1998,124906.978,28189.342916,
nor,1999,136333.967,30554.45254,
nor,2000,165880.547,36936.216144,
nor,2001,170458.689,37762.226185,
nor,2002,172360.893,37981.68638,
nor,2003,176174.677,38592.481304,
nor,2004,195385.517,42549.110819,
nor,2005,220981.899,47800.540634,
nor,2006,252424.517,54156.729649,
nor,2007,263385.452,55932.353349,
nor,2008,294277.831,61719.343656,
nor,2009,267338.647,55361.078297,
nor,2010,283183.76,57922.634469,
nor,2011,307471.57,62077.845797,
nor,2012,327987.716,65349.216157,
nor,2013,340137.933,66956.285962,
nor,2014,338506.045,65895.667611,
nor,2015,313230.601,60352.716908,
nor,2016,308522.085,58923.240139,
nor,2017,337993.785,64050.366694,
nor,2018,370815.982,69807.225536,
nor,2019,357234.972,66797.863207,
nor,2020,336996.39,62650.379161,
nor,2021,428112.807,79162.871042,
nzl,1970,11060.14,3922.035308,
nzl,1971,12323.407,4302.865697,
nzl,1972,13733.547,4714.571568,
nzl,1973,15088.028,5078.434327,
nzl,1974,17208.57,5675.649616,
nzl,1975,19414.246,6289.033284,
nzl,1976,20376.288,6539.245253,
nzl,1977,20225.295,6465.887162,
nzl,1978,22663.824,7243.1525,
nzl,1979,24041.254,7661.330268,
nzl,1980,26543.296,8442.524194,
nzl,1981,29792.827,9437.069122,
nzl,1982,33224.455,10438.094443,
nzl,1983,36150.072,11205.850122,
nzl,1984,40046.668,12291.795118,
nzl,1985,41348.444,12637.055078,
nzl,1986,43465.288,13243.537014,
nzl,1987,44273.485,13375.675369,
nzl,1988,45962.992,13852.619656,
nzl,1989,48168.247,14434.596002,
nzl,1990,49520.168,14681.342317,
nzl,1991,50932.811,14528.570835,
nzl,1992,52681.048,14872.409341,
nzl,1993,56956.26,15886.494453,
nzl,1994,61719.814,16982.119107,
nzl,1995,65810.471,17831.916527,
nzl,1996,68930.626,18394.744452,
